nomor_perkara,tgl_register,klasifikasi,jenis_perkara,metode,hakim,anggota1,anggota2,pp,js,tgl_sidang,tgl_sidang_override,__id
2233 Pdt.G,2025-05-27,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,"Sehudin, S.H.",2025-06-04,0,2e2c2971-718a-4bd0-8cab-9f439830a9f4
2219 Pdt.G,2025-05-27,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,Zainal Arifin,2025-06-04,0,0853d7b1-b0d7-4459-bdef-7cbb1c517249
2221 Pdt.G,2025-05-27,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,"Rina Marlina, SE",2025-06-04,0,675d981a-4ec1-4437-b84f-b4a1ebd3ef69
355 Pdt.P,2025-05-27,PAW,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-04,0,5ae2d30f-ff0e-495c-bc42-f6f165330fc2
356 Pdt.P,2025-05-27,Perwalian,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-04,0,221db9ed-30fb-493e-a61c-8c3c3399931d
2222 Pdt.G,2025-05-27,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-04,0,8a785321-7c3b-4785-b42c-cf91dce9e555
2223 Pdt.G,2025-05-27,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,"Ombang Hasyim Ashari, S.Ag.",2025-06-04,0,090793d8-d7b2-4cbc-9daf-730f10881eaf
357 Pdt.P,2025-05-27,Lain-lain,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-06-04,0,34570ada-c9bc-4d97-89ab-3cb16282cf1c
358 Pdt.P,2025-05-27,PAW,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-04,0,ade925ad-8189-4c46-9cce-2b55216b7035
2224 Pdt.G,2025-05-27,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-04,0,6d20bde5-9c7a-4fa9-b0eb-95023db8abbb
2220 Pdt.G,2025-05-27,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-04,0,c4709c31-5a14-4f7d-9f35-5e3d20d63e72
2226 Pdt.G,2025-05-27,CT,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-06-04,0,b8aed833-0011-4792-a131-776d8cac5c84
2227 Pdt.G,2025-05-27,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-04,0,0fe2dc05-fe49-4609-bd5e-eba7a906c33c
2228 Pdt.G,2025-05-27,CT,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-04,0,774253d2-36f2-449a-a7c4-9810d319b6db
2229 Pdt.G,2025-05-27,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-04,0,9c974641-25b2-4047-96ab-59274cdded25
2230 Pdt.G,2025-05-27,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-04,0,17c90d6b-0746-4e73-8055-4e88785e91a8
2231 Pdt.G,2025-05-27,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,Zainal Arifin,2025-06-04,0,0bd24735-aa15-4d6e-bc0c-40fa57f783eb
2232 Pdt.G,2025-05-27,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-06-04,0,dd69cb0d-c4a1-4d09-b908-a531f171416a
2234 Pdt.G,2025-05-27,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-04,0,f4c97cb1-ed46-481c-8c7b-524a722108f5
2235 Pdt.G,2025-05-27,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-04,0,266c896a-ed90-4baa-bdc9-238de2af421d
2225 Pdt.G,2025-05-27,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Siraj,"Sehudin, S.H.",2025-06-04,0,157a119c-280e-4842-ada3-914c879617f0
2276 Pdt.G,2025-05-28,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-05,0,2a9b98c1-ef25-4bf2-8ab7-060503a45ae7
1425 Pdt.Plw,2025-05-28,VERZET,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-05,0,acbf28b9-f8c8-4f05-b3f0-a29ac9b42f2a
2277 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-05,0,55adc08e-b78a-46cc-a570-5a85746e20c7
366 Pdt.P,2025-05-28,Perwalian,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-05,0,711d1146-b711-461f-a0cc-b0d7d09d41c7
2281 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,Raden Yadi Sumiadi,2025-06-05,0,abbb880c-ab9d-4fcf-8a74-87d3394d5b61
2279 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,"Winahya Vembriarsi, A.Md.",2025-06-05,0,1961c2cf-c414-4d05-9701-0dae30a01cad
2280 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-05,0,5fd22bfb-eeac-482a-99d9-d6ef7c1f7826
367 Pdt.P,2025-05-28,PAW,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-05,0,ea0fe99f-6124-43d4-bdc4-7d9717f25f31
2282 Pdt.G,2025-05-28,CT,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-05,0,f75c8004-d86f-4da3-b15e-a41d696d73ce
2283 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-05,0,58d6f092-3f6d-4365-9aa8-bc1f8a401e34
2284 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-06-05,0,dd7a79e5-6339-443f-9025-2785d654d378
365 Pdt.P,2025-05-28,PAW,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-05,0,a0b98ea5-fe2f-4cec-bf1c-14b4389e5eac
2278 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,"Irvan Riditya Fauzi, A.Md.",2025-06-05,0,481828bc-9951-4c8a-9757-a9618e7e3429
364 Pdt.P,2025-05-28,Asal Usul,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Rini,"Winahya Vembriarsi, A.Md.",2025-06-05,0,f227963a-1845-4bb7-b9d9-e58f8235fa55
2268 Pdt.G,2025-05-28,CT,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-05,0,daad0f57-9f48-4b80-a602-78b7de7ad004
2270 Pdt.G,2025-05-28,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-05,0,157754dd-24df-4692-8675-e77cfd30e152
2255 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-05,0,293f6d3f-136b-452d-9150-3390818a2a28
2256 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-05,0,0d82d97f-dc39-4b7a-9d87-8e4d8ebb4e62
2257 Pdt.G,2025-05-28,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-05,0,c8c9e2d9-ed23-4b9e-8fb9-4e842f5099ca
2258 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,Sabar Kuswanto,2025-06-05,0,6b5e669c-3256-4811-8313-601b2f250e5b
2259 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-05,0,2cf661e9-42ba-4d8c-b86c-44c9fe0e88fc
2260 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-05,0,76379f87-a055-4855-901a-2b0544568272
2261 Pdt.G,2025-05-28,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-05,0,44706f2c-12da-4793-8ca6-daa89564645c
2262 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-05,0,29e57426-3568-42ee-869c-632314a69465
363 Pdt.P,2025-05-28,PAW,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-05,0,d9c1d322-e12f-4c43-88d2-871bc3c15d22
2263 Pdt.G,2025-05-28,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-05,0,57e6e65d-5f35-40b3-a8f6-917869f78a19
2264 Pdt.G,2025-05-28,CG,MANUAL,manual,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-05,0,07a26e60-2aed-4c3b-a121-594cb993b5d1
2265 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-05,0,5a3fd220-2331-4ecb-aae0-950bc9627d26
2266 Pdt.G,2025-05-28,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-05,0,671474ee-fc67-4591-b63c-ab079f07b3ad
2267 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,Sabar Kuswanto,2025-06-05,0,b6268d92-c729-4458-b0e2-c7a3c8c207ad
2269 Pdt.G,2025-05-28,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",,,Fahat,"Sri Maryati, A.Md",2025-06-05,0,19ab7935-d722-4a16-9af8-a476378a7b3c
362 Pdt.P,2025-05-28,PAW,E-Court,e-court,"Dra. St. Nadirah, S.H., M.H",,,Neneng,Raden Yadi Sumiadi,2025-06-05,0,1117c8e0-3906-44ba-96c2-386e6d636e27
2299 Pdt.G,2025-06-02,CG,E-Court,e-court,Drs. H. Syakhrani,Nurholia,35,Suji,"Khairunas, S.H.I.",2025-06-10,0,e5909ca1-6984-4a5e-8c2c-759e25c1508f
2300 Pdt.G,2025-06-02,ISTBAT,E-Court,e-court,"Drs. Ifdal, S.H.",Thahir,36,Zamzam,Zainal Arifin,2025-06-10,0,eaded622-ddf7-47c2-b347-8ae1ecd750db
2301 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",Rifai,1,Ikbal,Umi Nurulia,2025-06-10,0,a5fb8de5-54e2-43bc-8412-5ef6967152e6
2302 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",Suji,36,Nengceu,Sanjaya Langgeng Santoso,2025-06-10,0,6b5f6fc5-453b-4936-a1e8-aeabae284f03
2303 Pdt.G,2025-06-02,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",Zamzam,35,Taufik,"Rina Marlina, SE",2025-06-10,0,01b3bfaf-eff4-4cd0-9eb7-cf6f71b459c8
2304 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-10,0,19e33ff6-4323-43e7-a28f-e8da16439f17
2305 Pdt.G,2025-06-02,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-10,0,ce994c43-c1b4-443d-9940-7ce9de95dbcb
2306 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Ifdal, S.H.",Total,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-10,0,17cb0f80-e26a-4145-b216-0fcdcdd11548
373 Pdt.P,2025-06-02,Asal Usul,E-Court,e-court,"Dra. Mulathifah, M.H.",33,,Nurholia,"Rina Marlina, SE",2025-06-10,0,8b1b5e0b-2748-48bb-9a37-0bbfb3bfce5a
2308 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",36,,Syaifurohim,Aji Djuanda Rachmad,2025-06-10,0,00f06ebe-0a4d-4a71-b189-913d3bd7af69
2309 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",38,,Alfiah,Sanjaya Langgeng Santoso,2025-06-10,0,d30d710d-ebcd-4335-99db-c70858474551
2310 Pdt.G,2025-06-02,CG,E-Court,e-court,Drs. H. Syakhrani,39,,Suji,"Khairunas, S.H.I.",2025-06-10,0,f92d21f5-48c9-4557-b3a4-1740f67924ed
2311 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",46,,Thahir,Ismail,2025-06-10,0,33b5a080-1556-4918-93a9-1c3763f8d18b
2312 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Ifdal, S.H.",41,,Zamzam,Zainal Arifin,2025-06-10,0,9c4fd499-a539-4985-a221-657d80120b9a
2313 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",31,,Ikbal,Umi Nurulia,2025-06-10,0,ba3fab33-719e-435e-ae92-86fb1d245458
372 Pdt.P,2025-06-02,Asal Usul,E-Court,e-court,"Dra. Taslimah, M.H.",Hisni,26,Noni,"Sehudin, S.H.",2025-06-10,0,d101eacf-01ea-4f1c-b276-88e7aa8773e2
2307 Pdt.G,2025-06-02,CT,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-10,0,19afc680-916e-415a-a9b3-f0488c115b28
374 Pdt.P,2025-06-02,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",25,,Nengceu,Sanjaya Langgeng Santoso,2025-06-10,0,84218db3-1dc2-44eb-8e0e-521dbb30badc
1317 Pdt.Plw,2025-06-02,VERZET,E-Court,e-court,"Dra. Taslimah, M.H.",Siraj,20,Noni,"Sehudin, S.H.",2025-06-10,0,25ed8a02-79c4-4fbe-9cd5-b198eac18981
370 Pdt.P,2025-06-02,PAW,E-Court,e-court,"Drs. Agus Abdullah, M.H.",Widya,7,Thahir,Ismail,2025-06-10,0,5afe26d0-ba2d-425a-8e07-5082960ae2c6
371 Pdt.P,2025-06-02,Asal Usul,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",Alfiah,34,Fahat,"Sri Maryati, A.Md",2025-06-10,0,c6c4ab45-f5ac-49b2-818f-747b5c47232c
2285 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H","Dra. St. Nadirah, S.H., M.H","Drs. Sohel,S.H.",Ikbal,"Khairunas, S.H.I.",2025-06-10,0,311538d0-f666-4fac-ace2-63c9320e07c1
2286 Pdt.G,2025-06-02,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.","Drs. Jajat Sudrajat, S.H., M.H","Dra. Taslimah, M.H.",Nengceu,Sanjaya Langgeng Santoso,2025-06-10,0,ac2aab59-c022-4454-9583-20d1a68f7afb
2287 Pdt.G,2025-06-02,CT,E-Court,e-court,"Dra. Taslimah, M.H.","Ahmad Bisri, S.H., M.H","Drs. Jajat Sudrajat, S.H., M.H",Noni,"Sehudin, S.H.",2025-06-10,0,d1a1fdcf-d1fa-4255-882e-6a7acc340bd7
368 Pdt.P,2025-06-02,Perwalian,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.","Drs. Zaenal Musthofa, S.H., M.H.",Drs. H. Syakhrani,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-10,0,19963240-3c50-4340-b208-cc9974055305
2289 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.","Dra. Mulathifah, M.H.",Drs. H. Syakhrani,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-10,0,e0e16103-636e-4fa6-8eca-5239278ee805
369 Pdt.P,2025-06-02,PAW,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.","Drs. Agus Abdullah, M.H.","Drs. Zaenal Musthofa, S.H., M.H.",Fahat,"Sri Maryati, A.Md",2025-06-10,0,7376b462-907e-4a8e-bcb5-dfa992672ed2
2290 Pdt.G,2025-06-02,CG,E-Court,e-court,Drs. H. Syakhrani,Drs. H. Syakhrani,"Drs. Zaenal Musthofa, S.H., M.H.",Suji,"Khairunas, S.H.I.",2025-06-10,0,063b1511-b78e-4e2c-b698-7283c5a8c8d2
2288 Pdt.G,2025-06-02,CG,E-Court,e-court,"Dra. Mulathifah, M.H.","Dra. Taslimah, M.H.","Drs. Ifdal, S.H.",Taufik,"Rina Marlina, SE",2025-06-10,0,95bda779-709e-4f19-afe7-0d4f011ac70b
2292 Pdt.G,2025-06-02,CG,E-Court,e-court,"Dra. Taslimah, M.H.","Suryadi, S.Ag., S.H., M.H.","Drs. Ifdal, S.H.",Siraj,"Irvan Riditya Fauzi, A.Md.",2025-06-10,0,53060e63-4f14-427d-aeff-ec7ff9c6c98a
2293 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H","Dr. H. Abdul Majid, S.H.I., M.H.","Dra. Mulathifah, M.H.",Syaifurohim,Aji Djuanda Rachmad,2025-06-10,0,c494b64b-6f2e-4842-bdda-83746f086135
2294 Pdt.G,2025-06-02,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-10,0,8bcf9d64-3101-4b88-ace7-5c3c27e26dc4
2295 Pdt.G,2025-06-02,WARIS,E-Court,e-court,"Drs. Ifdal, S.H.",PP2,Beban2,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-10,0,5da1df83-92cc-476c-a3e1-5b9244ddabfe
2296 Pdt.G,2025-06-02,Harta Bersama,E-Court,e-court,Drs. H. Syakhrani,,0,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-10,0,b0c1f489-d538-456c-a12e-26c2527e59de
2297 Pdt.G,2025-06-02,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",Neneng,7,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-10,0,c502503d-6538-4752-8990-21a9eb128aa9
2298 Pdt.G,2025-06-02,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",Ikbal,37,Nurholia,Sabar Kuswanto,2025-06-10,0,0d5fdd5c-4bbf-40c3-bb9f-3ddcd0ba0f41
2291 Pdt.G,2025-06-02,CT,E-Court,e-court,"Drs. Ifdal, S.H.","Drs. Ifdal, S.H.","Drs. Sohel,S.H.",Zamzam,Zainal Arifin,2025-06-10,0,d454f49c-b3ed-4cbc-b31d-5b6495e5fb3d
2337 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-11,0,645aac77-07cf-49a3-b11f-34ae4d2b0b01
2332 Pdt.G,2025-06-03,CT,E-Court,e-court,Drs. H. Syakhrani,"Irvan Riditya Fauzi, A.Md.","Irvan Riditya Fauzi, A.Md.",Suji,"Khairunas, S.H.I.",2025-06-11,0,89e4cbb1-b977-4987-9f70-724b1a0e6484
2333 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Ifdal, S.H.","Sri Maryati, A.Md","Sri Maryati, A.Md",Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-11,0,65faa94d-40c5-4174-8587-7f02dec7145e
2334 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Syaifurohim,Aji Djuanda Rachmad,2025-06-11,0,0bf7fb60-ee37-4bc6-9635-579ef440f3e5
2335 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Alfiah,Sanjaya Langgeng Santoso,2025-06-11,0,5646ff02-8e09-4f51-a5f9-b3a324bd45f7
2336 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,"Sehudin, S.H.",2025-06-11,0,7b495671-ff60-4ab6-be1d-b61c67eff480
378 Pdt.P,2025-06-03,Perwalian,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Nurholia,"Rina Marlina, SE",2025-06-11,0,c30c6a0a-355c-42d9-b39c-680efaab9d81
2338 Pdt.G,2025-06-03,CG,E-Court,e-court,Drs. H. Syakhrani,,,"Sri Mulyati, S.Ag., M.H.",Aji Djuanda Rachmad,2025-06-11,0,b0f549c9-89aa-48f0-a854-41d03ffebe51
2346 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-11,0,3457e04b-8a52-4e47-b8d5-76c867a5ee9b
379 Pdt.P,2025-06-03,Lain-lain,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-11,0,ca3af54e-3926-46f5-9e49-9b4711e0ec8b
2340 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",,,Ikbal,Umi Nurulia,2025-06-11,0,50b0de07-8ff9-46cc-ad75-2195b762d874
2341 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dra. Taslimah, M.H.",,,Noni,Sabar Kuswanto,2025-06-11,0,ad260f42-0c05-40cd-85ad-a9f541d476fe
2342 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",,,Nengceu,Sanjaya Langgeng Santoso,2025-06-11,0,9fbdcda1-3f95-4a90-8bde-22d1d91bb87f
2343 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",,,Taufik,Sabar Kuswanto,2025-06-11,0,4ed34f5a-ad7d-4f5f-b12f-0b1b507667bd
2344 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",,,Thahir,Ismail,2025-06-11,0,59576aec-fd63-41df-972c-c8c1fd072cd6
2345 Pdt.G,2025-06-03,CG,E-Court,e-court,Drs. H. Syakhrani,,,Suji,"Khairunas, S.H.I.",2025-06-11,0,3cda521c-065f-48f6-8fdc-0311ed7a8ed9
2330 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dra. Mulathifah, M.H.","Khairunas, S.H.I.","Khairunas, S.H.I.",Taufik,"Rina Marlina, SE",2025-06-11,0,a3cb2e68-2e6e-4a45-8b4e-ccf4a348202d
2339 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Ifdal, S.H.",,,Zamzam,Zainal Arifin,2025-06-11,0,fde47ef4-9241-433b-b2bf-191a79b55a30
2329 Pdt.G,2025-06-03,CT,E-Court,e-court,"Dra. Taslimah, M.H.","Monika Septi Indriyani, A.Md., S.H.",Ismail,Noni,"Sehudin, S.H.",2025-06-11,0,993b5e10-b3ca-436a-9f6e-da9e7d928c44
2331 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",Zainal Arifin,"Ombang Hasyim Ashari, S.Ag.",Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-11,0,6e0bfc77-5ba9-431a-ae0b-5ae3be5c75a0
2328 Pdt.G,2025-06-03,CT,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.","Evi Setyowati, S.Sos.",Sanjaya Langgeng Santoso,Nengceu,Sanjaya Langgeng Santoso,2025-06-11,0,de3312c6-d425-4e0e-91db-31e85acfe4d2
2314 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dra. Taslimah, M.H.",31,,Siraj,"Sehudin, S.H.",2025-06-11,0,482a3d89-68c4-4d44-af0b-f290e1352db8
375 Pdt.P,2025-06-03,ISTBAT,E-Court,e-court,"Dra. Mulathifah, M.H.",27,,Taufik,Sabar Kuswanto,2025-06-11,0,3df2c078-6f92-4d5f-8b04-fc9678a6caba
2316 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",34,,Imron,"Monika Septi Indriyani, A.Md., S.H.",2025-06-11,0,968d3dcb-fdea-4bae-9847-105ce7a65c78
2317 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dr. H. Abdul Majid, S.H.I., M.H.",29,,Fahat,"Sri Maryati, A.Md",2025-06-11,0,a6fac1b6-9b83-413e-91a0-ccc7d2404c7a
2318 Pdt.G,2025-06-03,CT,E-Court,e-court,Drs. H. Syakhrani,31,,"Sri Mulyati, S.Ag., M.H.","Khairunas, S.H.I.",2025-06-11,0,1811f071-1444-475e-8ab9-b57dd639907d
2319 Pdt.G,2025-06-03,CT,E-Court,e-court,"Drs. Ifdal, S.H.",31,,Endang,"Ombang Hasyim Ashari, S.Ag.",2025-06-11,0,0a226022-5a0e-4179-a3ff-54e636d9e6d5
2320 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Jajat Sudrajat, S.H., M.H",23,,Syaifurohim,Aji Djuanda Rachmad,2025-06-11,0,b103e24d-4625-43e1-b4ba-f7501da54e3d
2321 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Zaenal Musthofa, S.H., M.H.",28,,Alfiah,Sanjaya Langgeng Santoso,2025-06-11,0,e88601e6-bc2c-42d1-aec6-5e9c505571ce
2315 Pdt.G,2025-06-03,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",31,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-11,0,08049d3c-6585-4618-a707-930c45d040ea
2323 Pdt.G,2025-06-03,CG,E-Court,e-court,"Suryadi, S.Ag., S.H., M.H.",,,Hisni,"Irvan Riditya Fauzi, A.Md.",2025-06-11,0,46c42da2-d0c9-49fb-8132-7cdcf0b5fb22
2324 Pdt.G,2025-06-03,CG,E-Court,e-court,"Dra. Mulathifah, M.H.",JS,JS 2,Nurholia,Sabar Kuswanto,2025-06-11,0,a55bcb0e-f8e7-400e-a844-c31ce8525cb6
2325 Pdt.G,2025-06-03,CG,E-Court,e-court,"Drs. Agus Abdullah, M.H.",Umi Nurulia,Umi Nurulia,Thahir,Ismail,2025-06-11,0,11d24831-e834-42bb-9e03-709af2a4f3b9
